doc_num,consolidationyear,instrumentNumber,longtitle,modifiedyear,registrationyear,regulationmaker,topic 1,topic 2,overarching topic
doc_2651,2018,SOR/98-349,Lancaster Sound Designated Area Regulations,2008,1998,P.C.,land lease,zoological,estate / land
doc_2653,2018,SOR/2014-69,Nunavut Mining Regulations,2014,2014,P.C.,mining,no topic,mining
doc_2654,2018,SOR/2002-133,"Public Accountability Statements (Banks, Insurance Companies, Trust and Loan Companies) Regulations",2006,2002,P.C.,cannabis,chariatible donations,cannabis / drugs
doc_2655,2018,SOR/2007-15,Export Permits Regulations (Softwood Lumber Products 2015),2007,2007,P.C.,cannabis,lumber,cannabis / drugs
doc_2656,2018,SOR/2013-60,Social Security Tribunal Regulations,2013,2013,P.C.,legal,no topic,legal
doc_2657,2018,"C.R.C., c. 1597",Regulations Respecting the Attachment and Serving Together of Personnel under Part VI of the Visiting Forces Act,2005,NA,,insurance,no topic,insurance
doc_2658,2018,SOR/2009-10,Allocation Method Order (2009) – Softwood Lumber Products,2009,2008,,exports,no topic,exports
doc_2659,2018,SOR/2013-48,"Complaints (Banks, Authorized Foreign Banks and External Complaints Bodies) Regulations",2013,2013,P.C.,mining,no topic,mining
doc_2662,2018,SOR/88-407,"Order Respecting the Fixing and Imposing of Levies on, and the Collecting of Levies from, Producers of Wood in the Gatineau Region in the Province of Quebec, With Respect to the Marketing of Wood in Interprovincial and Export Trade",2010,1988,,wood,no topic,wood production
doc_2665,2018,SOR/2014-189,Order Specifying the Minimum Amount of Grain to Be Moved,2014,2014,P.C.,finance,death/widow,finance
doc_2667,2018,SOR/2014-55,Order Imposing Measures to Address the Extraordinary Disruption to the National Transportation System in Relation to Grain Movement,2014,2014,P.C.,finance,no topic,finance
doc_2668,2018,SOR/2018-144,Cannabis Regulations,2018,2018,P.C.,cannabis,no topic,cannabis / drugs
doc_2669,2018,SOR/98-188,Order Prohibiting the Issuance of Interests at Lapierre House Historic Site in the Yukon Territory,2008,1998,P.C.,land lease,land,estate / land
doc_2670,2018,SOR/2015-167,Mutual Property and Casualty Insurance Company Having Only Mutual Policyholders Conversion Regulations,2015,2015,P.C.,insurance,no topic,insurance
doc_2672,2018,SOR/2004-93,General Preferential Tariff Withdrawal Order (Certain Countries Acceding to the European Union),NA,2004,P.C.,death/widow,no topic,widow
doc_2676,2018,SOR/82-464,Order Respecting the Privileges in Canada of the European Space Agency,2005,1982,P.C.,land lease,organizations,estate / land
doc_2677,2018,SOR/95-197,"Order Establishing Methods for Allocating the Import Access Quantity for Hatching Eggs, Live Broilers, Eggs and Egg Products",2005,1995,,imports,no topic,trade
doc_2679,2018,"C.R.C., c. 613",General Export Permit No. Ex. 7,2005,NA,,land lease,exports,estate / land
doc_2682,2018,SOR/84-409,Order Respecting the Withdrawal of Certain Lands in and Between the Bracebridge-Goodsir Inlets at Bathurst Island in the Northwest Territories From Disposal,2009,1984,P.C.,solvency,no topic,solvency
doc_2683,2018,SOR/85-154,Order Respecting the Privileges and Immunities in Canada of the World Meteorological Organization,2008,1985,P.C.,land lease,no topic,estate / land
doc_2685,2018,"C.R.C., c. 149","Order Providing for the Fixing, Imposing and Collecting of Levies from Certain Turkey Producers in British Columbia",2005,NA,,exports,legal,exports
doc_2686,2018,SOR/90-763,Order Prescribing the Fee To Be Paid for Copies of Documents Containing Information Regarding Registered Charities,2008,1990,,mining,land lease,mining
doc_2688,2018,SOR/84-435,Regulations Respecting Occupational Health and Safety in Uranium Mines in the Province of Ontario,2010,1984,P.C.,firearm safety,no topic,firearms
doc_2689,2018,SOR/2000-142,Expropriation Fees Regulations,2008,2000,,exports,no topic,exports
doc_2690,2018,SOR/2010-156,"Radiocommunication Act (subsection 4(1) and paragraph 9(1)(b)) Exemption Order (Security, Safety and International Relations), No. 2010–3",2010,2010,P.C.,radiocommunication,no topic,communication
doc_2691,2018,SOR/2001-437,Total Assets for Supervisability and Public Holding Requirements (Insurance Companies and Insurance Holding Companies) Regulations,2008,2001,P.C.,insurance,finance,insurance
doc_2692,2018,SOR/86-108,Regulations Concerning the Statement Describing the Discounting Transaction and the Notice of the Actual Amount of the Refund of Tax Received by the Discounter,2017,1986,P.C.,firearm safety,no topic,firearms
doc_2693,2018,"C.R.C., c. 1622",ORDER RESPECTING THE AWARD OF THE MEMORIAL CROSS TO MOTHERS AND WIDOWS OF SAILORS AND SOLDIERS—WORLD WAR I,2006,NA,,death/widow,no topic,widow
doc_2694,2018,SOR/2014-200,Order Designating Public Office Holders and Reporting Public Office Holders under Section 62.2 of the Conflict of Interest Act,2014,2014,P.C.,cannabis,sanitary conditions,cannabis / drugs
doc_2695,2018,SOR/2001-345,Saskatchewan Alfalfa Seed Order,2005,2001,P.C.,agriculture,no topic,agriculture / food
doc_2696,2018,"C.R.C., c. 968",Regulations Respecting Enterprise Development Program Assistance to Consolidated Computer Inc.,2006,NA,,insurance,loans,insurance
doc_2697,2018,SOR/96-134,Order Authorizing a Certain Employee of the Government of Canada to Acquire an Interest in Territorial Lands in the Northwest Territories,2008,1996,P.C.,land lease,solvency,estate / land
doc_2698,2018,SOR/90-818,Regulations Respecting Zoning at Moncton Airport,2011,1990,P.C.,airport,no topic,airport / aircrafts
doc_2701,2018,SOR/96-6,Order Reducing the Rates of Customs Duties Set Out in the General Preferential Tariff,2012,1995,P.C.,tarrifs,no topic,tariff
doc_2703,2018,SOR/2001-379,Equity of a Trust and Loan Company Regulations,2008,2001,P.C.,finance,radiocommunication,finance
doc_2705,2018,SOR/97-333,NAFTA and CCFTA Verification of Origin Regulations,2015,1997,P.C.,mining,no topic,mining
doc_2706,2018,SOR/2015-15,"Order Fixing the Day for the Purposes of Section 143 of the Economic Action Plan 2014 Act, No. 1",2015,2015,P.C.,exports,zoological,exports
doc_2707,2018,SOR/2001-392,Investment Limits (Bank Holding Companies) Regulations,2005,2001,P.C. ,finance,no topic,finance
doc_2708,2018,SOR/2000-181,DNA Data Bank Advisory Committee Regulations,2008,2000,P.C.,jewllery,no topic,commodities
doc_2709,2018,"C.R.C., c. 767",Order Respecting the Remission of Customs Duty and Taxes on Certain Goods Transhipped at Foreign Ports,2005,NA,,land development,no topic,estate / land
doc_2711,2018,SOR/2008-50,"Calculation of Contribution Rates Regulations, 2007",2008,2008,P.C.,radiocommunication,no topic,communication
doc_2712,2018,SOR/2001-386,Exemption from Restrictions on Investments (Trust and Loan Companies) Regulations,2008,2001,P.C.,radiocommunication,finance,communication
doc_2713,2018,"C.R.C., c. 773",Order Respecting the Remission of Customs Duties on L-5 Hydroxytryptophan,2005,NA,,land development,firearms,estate / land
doc_2715,2018,SOR/2012-34,"Radiocommunication Act (subsection 4(1) and paragraph 9(1)(b)) Exemption Order (Security, Safety and International Relations), No. 2012‑1",2012,2012,P.C.,radiocommunication,no topic,communication
doc_2717,2018,"C.R.C., c. 1352",Regulations Made Pursuant to the Public Service Pension Adjustment Act,2005,NA,,pension,no topic,pension
doc_2718,2018,SOR/84-970,Regulations Respecting Zoning at Watson Lake Airport,2011,1984,P.C.,airport,no topic,airport / aircrafts
doc_2719,2018,SOR/2003-283,Solvent Degreasing Regulations,2010,2003,P.C.,solvency,no topic,solvency
doc_2720,2018,SOR/2003-297,Disclosure of Charges (Retail Associations) Regulations,2008,2003,P.C.,retail,no topic,retail
doc_2722,2018,SOR/2018-82,Children’s Jewellery Regulations,2018,2018,P.C.,jewllery,no topic,commodities
doc_2723,2018,SOR/96-322,Order Varying Telecom Decision CRTC 95-14 and Requiring the CRTC to Report on the Matter of Directory Subscriber Listings,2008,1996,P.C.,lumber,no topic,commodities
doc_2726,2018,SOR/2016-93,"Weed Seeds Order, 2016",2016,2016,,loans,no topic,loan
doc_2727,2018,SOR/82-712,Regulations Respecting Zoning at Fort Nelson Airport,2011,1982,P.C.,airport,airport,airport / aircrafts
doc_2729,2018,SOR/2006-311,Insider Reports (Cooperative Credit Associations) Regulations,2007,2006,P.C.,finance,no topic,finance
doc_2731,2018,"C.R.C., c. 1385",Regulation Respecting the Payment of Costs in Respect of the Preparation of Transportation Plans or Urban Development Plans,2005,NA,,urban development,no topic,estate / land
doc_2732,2018,SOR/2016-311,"Energy Efficiency Regulations, 2016",2017,2016,P.C.,energy,no topic,energy / pipeline / oil
doc_2733,2018,SOR/2005-10,Nova Scotia Rules of Practice Respecting Applications and Hearings Concerning a Reduction in the Number of Years of Imprisonment without Eligibility for Parole,2010,2005,,legal,no topic,legal
doc_2734,2018,SOR/2011-65,Conversion from Analog to Digital Television Regulations,2011,2011,,public service,no topic,public service
doc_2735,2018,"C.R.C., c. 571",Regulations Prescribing Fees for Licences Issued Under the Excise Act,2008,NA,,cannabis,medical document,cannabis / drugs
doc_2736,2018,"C.R.C., c. 217","Order Providing for the Fixing, Imposing and Collecting of Levies From Certain Milk Producers in Ontario",2005,NA,,dairy,no topic,agriculture / food
doc_2737,2018,SOR/2006-305,Distributing Company and Distributing Insurance Holding Company Regulations,2007,2006,P.C.,finance,no topic,finance
doc_2738,2018,SOR/2013-240,Saskatchewan Forage Seed Order,2014,2013,P.C.,exports,agriculture,exports
doc_2739,2018,SOR/98-201,Firearms Registration Certificates Regulations,2005,1998,P.C.,cannabis,firearms,cannabis / drugs
doc_2740,2018,SOR/91-94,Order Prescribing the Fee To Be Paid by a Person for a Computer Diskette Containing Tables of Taxation Statistics,2008,1991,,land lease,retail,estate / land
doc_2741,2018,SOR/85-544,Order Granting Authority to Regulate the Marketing in Interprovincial and Export Trade of Vegetables Produced in Manitoba,2010,1985,P.C.,exports,agriculture,exports
doc_2742,2018,SOR/73-681,Regulations Respecting the Determination and Payment out of the Foreign Claims Fund of certain Claims Against the Government of the Czechoslovak Socialist Republic and its Citizens,2006,1973,P.C.,finance,no topic,finance
doc_2745,2018,SOR/2013-244,"Air Canada Pension Plan Funding Regulations, 2014",2014,2013,P.C.,exports,no topic,exports
doc_2746,2018,"C.R.C., c. 213",Regulations Respecting the Information Required from Persons Engaged in the Marketing in Interprovincial and Export Trade of Greenhouse Vegetables Produced in Ontario,2008,NA,,cannabis,agriculture,cannabis / drugs
doc_2747,2018,SOR/2006-301,Civil Remedies (Insurance Companies and Insurance Holding Companies) Regulations,2007,2006,P.C.,finance,insurance,finance
doc_2748,2018,SOR/2017-106,St. Anns Bank Marine Protected Area Regulations,2017,2017,P.C.,marine,no topic,ship / vessel
doc_2750,2018,SOR/2000-387,National Parks of Canada Wilderness Area Declaration Regulations,2008,2000,P.C.,national parks,no topic,national park
doc_2751,2018,SOR/2003-244,Exemption from Approval for Certain Investments in Intragroup Service Entities (Life Companies and Insurance Holding Companies) Regulations,2008,2003,P.C.,greenhouses,finance,greenhouse
doc_2753,2018,SOR/2006-315,Meetings and Proposals (Cooperative Credit Associations) Regulations,2007,2006,P.C.,solvency,no topic,solvency
doc_2755,2018,SOR/98-88,"Outerwear Apparel Remission Order, 1998",2005,1997,P.C.,outerwear manufacturing,no topic,manufacture
doc_2757,2018,SOR/90-377,Order Authorizing Canada Post Systems Management Limited to Acquire Shares,2008,1990,P.C.,insurance,no topic,insurance
doc_2758,2018,SOR/94-753,Regulations Respecting the Exploitation of Oil and Gas in Indian Lands,2011,1994,P.C.,land lease,no topic,estate / land
doc_2760,2018,SOR/91-84,Regulations Respecting the Allotment of Export Entitlements for the Export of Canadian Aged Cheddar Cheese to the European Economic Community at a Special Customs Tariff,2008,1990,P.C.,exports,no topic,exports
doc_2761,2018,"C.R.C., c. 549",Regulations Respecting the Importation of Materials from Used or Second-Hand Mattresses,2005,NA,,arctic,no topic,environment
doc_2762,2018,SOR/88-577,Order Authorizing the Sale by the Canadian National Railway Company of all the Issued and Outstanding Shares of the Capital Stock of Terra Nova Telecommunications Inc.,NA,1988,P.C.,telecommunication,no topic,communication
doc_2764,2018,SOR/98-205,Aboriginal Peoples of Canada Adaptations Regulations (Firearms),2005,1998,P.C.,cannabis,firearm safety,cannabis / drugs
doc_2766,2018,"C.R.C., c. 1342",Order Approving the Exclusion by the Public Service Commission from the Operation of the Public Service Employment Act of Positions and Employees of the Communications Security Establishment,2005,NA,,shipments,no topic,exports
doc_2767,2018,SOR/2008-236,"Fruit Remission Order, 2008",2008,2008,P.C.,energy,finance,energy / pipeline / oil
doc_2768,2018,SOR/97-109,"PCB Waste Export Regulations, 1996",2012,1997,P.C.,exports,no topic,exports
doc_2770,2018,"C.R.C., c. 1356",Regulations Respecting the Counting of Service and the Payment of Pensions of Certain Employees and Former Employees of Atomic Energy of Canada Limited,2005,NA,,employment,no topic,employment
doc_2773,2018,"C.R.C., c. 1430","Regulations Respecting the Classification of Home-Trade, Inland and Minor Waters Voyages",2005,NA,,water,no topic,water
doc_2775,2018,"C.R.C., c. 1418",Regulations Respecting Crew Accommodation in Canadian Ships,2005,NA,,legal,no topic,legal
doc_2778,2018,SOR/97-121,Order Restricting Certain Immunity In Relation to the United States,2008,1997,P.C.,legal,no topic,legal
doc_2780,2018,SOR/2016-83,Critical Habitat of the White Sturgeon (Acipenser transmontanus) Upper Fraser River Population Order,2016,2016,,radiocommunication,no topic,communication
doc_2782,2018,SOR/2001-382,Exempt Debt Obligation Transactions (Banks and Bank Holding Companies) Regulations,2005,2001,P.C.,finance,finance,finance
doc_2783,2018,SOR/2002-241,Rules of Procedure for Hearings Before the Military Police Complaints Commission,2005,2002,,legal,no topic,legal
doc_2785,2018,SOR/90-149,"Order Respecting the Designation of the Criminal Operational Intelligence Records, No. CMP/P-PU-015, as an Exempt Personal Information Bank",2008,1990,P.C.,finance,power,finance
doc_2786,2018,SOR/2012-255,Oath or Solemn Affirmation of Office Rules (Immigration and Refugee Board),2012,2012,P.C.,immigration,no topic,immigration
